loan_id,customer_id,product_type,origination_date,principal_nzd,interest_rate_apr,term_months,channel,status
111163,298,Personal,2024-04-06,20197.49,0.1856,36,Partner,Active
111164,510,Auto,2026-01-10,78022.91,0.121,48,Online,Active
111165,1807,Personal,2024-07-17,21327.69,0.2058,24,Broker,Active
111166,6162,Personal,2022-10-11,54934.85,0.2454,24,Branch,Active
111167,908,Personal,2023-11-20,36132.68,0.2444,24,Broker,Active
111168,7462,Personal,2024-03-20,22920.91,0.179,12,Branch,Active
111169,6373,Auto,2022-08-21,48072.08,0.123,48,Partner,Active
111170,6845,Mortgage,2025-06-21,119163.22,0.0846,180,Broker,Active
111171,566,Personal,2024-02-29,26035.55,0.1117,12,Online,Active
111172,6278,SME,2025-12-15,46365.5,0.1367,18,Branch,Active
111173,2424,Auto,2024-04-23,33575.47,0.1196,36,Broker,Active
111174,402,Personal,2022-04-02,127883.1,0.1076,36,Broker,Active
111175,7740,Personal,2022-06-10,27451.44,0.1382,24,Broker,Active
111176,6019,Mortgage,2024-07-16,187488.34,0.0605,240,Online,Active
111177,1783,Personal,2022-08-27,82571.49,0.2217,36,Broker,Active
111178,989,Mortgage,2023-07-08,267730.16,0.0719,300,Online,Active
111179,2697,Personal,2024-03-28,36316.59,0.1481,24,Branch,Active
111180,250,Auto,2023-10-14,36023.84,0.1339,48,Online,Active
111181,4765,Auto,2024-02-22,52403.18,0.0635,48,Online,Active
111182,4444,Auto,2025-05-14,43771.15,0.1314,48,Online,Active
111183,3742,Personal,2025-04-21,33997.97,0.1305,24,Online,Active
111184,2226,Personal,2025-12-06,20376.2,0.1654,24,Broker,Active
111185,2926,Mortgage,2024-07-19,136573.95,0.0777,180,Partner,Active
111186,6518,Personal,2024-06-25,23137.89,0.1522,12,Broker,Active
111187,3681,Personal,2022-01-12,40794.83,0.1103,36,Branch,Active
111188,6052,Personal,2023-04-09,40491.98,0.2024,12,Partner,Active
111189,1365,Personal,2023-09-04,12790.44,0.2102,48,Branch,Active
111190,12,Auto,2024-06-19,56991.09,0.1464,36,Online,Active
111191,4665,Personal,2022-05-13,22768.55,0.1848,24,Branch,Active
111192,6678,Mortgage,2023-12-04,170060.89,0.0808,240,Online,Active
111193,520,Personal,2023-03-18,37691.65,0.1176,48,Broker,Active
111194,6822,Mortgage,2024-04-25,267737.8,0.0807,300,Partner,Active
111195,5331,Mortgage,2022-07-08,334569.33,0.0729,180,Partner,Active
111196,512,Mortgage,2022-03-27,194011.85,0.0744,180,Online,Active
111197,865,SME,2025-05-13,59004.97,0.1823,24,Branch,Active
111198,2286,Personal,2023-05-09,69496.68,0.1686,24,Branch,Active
111199,4874,Mortgage,2023-02-21,178935.01,0.0664,120,Online,Active
111200,4529,Auto,2025-09-15,56795.55,0.1256,24,Broker,Active
111201,1045,Personal,2025-05-06,38107.13,0.1686,12,Broker,Active
111202,6638,Auto,2022-04-29,62311.16,0.1346,48,Online,Active
111203,4603,Auto,2025-04-16,38764.09,0.0917,24,Branch,Active
111204,111,SME,2025-04-09,16674.86,0.1714,36,Partner,Active
111205,3853,Personal,2023-04-11,52519.61,0.1016,24,Branch,Active
111206,1987,Auto,2025-04-10,48652.1,0.1296,48,Online,Active
111207,2198,Mortgage,2025-06-01,174343.94,0.0757,240,Partner,Active
111208,3693,Personal,2022-12-17,35660.15,0.1101,24,Broker,Active
111209,6075,Personal,2025-08-28,36460.94,0.1405,12,Online,Active
111210,647,Mortgage,2024-01-27,229821.75,0.083,180,Online,Active
111211,114,Auto,2024-05-27,65779.74,0.1169,48,Branch,Active
111212,5722,Personal,2024-11-16,32035.58,0.2352,48,Branch,Active
111213,6544,Personal,2023-11-26,59363.65,0.1831,12,Branch,Active
111214,4588,Mortgage,2024-06-15,186327.28,0.0729,120,Online,Active
111215,3236,Mortgage,2026-01-19,178947.15,0.0596,240,Broker,Active
111216,4757,Personal,2022-02-07,41668.4,0.1334,36,Branch,Active
111217,5500,Personal,2022-01-13,37680.59,0.0851,48,Partner,Active
111218,1675,Mortgage,2025-03-07,156742.01,0.0826,180,Branch,Active
111219,2233,Personal,2022-02-26,51854.41,0.1454,24,Online,Active
111220,7223,Personal,2024-04-26,61810.62,0.2,12,Branch,Active
111221,6165,Mortgage,2023-09-23,201351.72,0.068,240,Broker,Active
111222,1646,Auto,2022-09-11,60246.69,0.1215,60,Online,Active
111223,6001,Personal,2024-11-24,41143.13,0.1381,24,Broker,Active
111224,2219,SME,2023-12-01,106888.79,0.1688,18,Branch,Active
111225,674,Personal,2022-06-30,47489.76,0.2013,12,Branch,Active
111226,5979,Personal,2026-01-31,43208.16,0.1284,12,Online,Active
111227,1800,Personal,2023-04-10,32642.18,0.1739,36,Branch,Active
111228,3525,SME,2023-10-29,103986.56,0.1516,24,Partner,Active
111229,1470,Personal,2023-06-09,22887.9,0.218,24,Broker,Active
111230,7700,Auto,2025-08-22,37729.68,0.1232,36,Online,Active
111231,2159,Personal,2025-11-14,28867.75,0.1368,12,Online,Active
111232,470,Personal,2023-11-12,51065.56,0.1511,36,Partner,Active
111233,7865,Auto,2023-08-05,83618.26,0.1081,60,Online,Active
111234,1221,SME,2023-02-02,39027.2,0.1418,24,Branch,Active
111235,1358,SME,2025-06-29,43183.62,0.111,36,Branch,Active
111236,5259,Personal,2022-07-24,72748.78,0.2183,36,Online,Active
111237,4615,Auto,2025-10-14,35085.95,0.1657,48,Online,Active
111238,5636,Personal,2023-10-26,40183.54,0.1434,24,Branch,Active
111239,2520,SME,2024-02-14,81427.98,0.1548,18,Online,Active
111240,4819,Mortgage,2022-05-15,268423.06,0.0864,240,Branch,Active
111241,2775,Auto,2025-03-30,38787.24,0.1015,60,Broker,Active
111242,1946,SME,2022-08-26,90382.47,0.1574,24,Broker,Active
111243,7244,Auto,2024-06-08,32024.96,0.1052,24,Online,Active
111244,6082,Auto,2023-04-23,61710.58,0.1381,24,Online,Active
111245,4451,Mortgage,2022-01-05,121078.69,0.0822,180,Broker,Active
111246,454,Mortgage,2022-10-11,132610.52,0.0742,300,Broker,Active
111247,3805,Auto,2023-04-13,65049.05,0.0889,36,Partner,Active
111248,117,Personal,2022-03-27,33020.58,0.1921,48,Online,Active
111249,3055,Personal,2025-12-08,28820.66,0.1325,36,Online,Active
111250,814,Personal,2022-06-16,30261.09,0.1224,48,Online,Active
111251,7451,Mortgage,2023-03-25,170300.58,0.0773,240,Partner,Active
111252,5812,Auto,2025-04-22,39733.33,0.1186,36,Branch,Active
111253,3075,SME,2025-05-28,85755.31,0.1554,36,Online,Active
111254,2127,Personal,2023-07-31,34442.93,0.1658,48,Online,Active
111255,824,Personal,2023-09-12,45735.08,0.1937,36,Branch,Active
111256,744,Auto,2025-01-19,24271.89,0.156,24,Online,Active
111257,5027,Auto,2024-08-03,39683.85,0.0941,60,Partner,Active
111258,5420,Personal,2024-10-31,45728.42,0.1336,12,Partner,Active
111259,5281,Personal,2025-11-22,75796.63,0.184,36,Broker,Active
111260,274,Personal,2023-03-05,47492.86,0.1623,48,Partner,Active
111261,1914,Personal,2024-04-09,21940.07,0.214,24,Broker,Active
111262,2809,Personal,2023-09-13,32861.17,0.1288,36,Broker,Active
111263,4743,Auto,2023-12-25,74157.1,0.0944,48,Online,Active
111264,7339,Personal,2023-10-19,94049.87,0.2046,24,Broker,Active
111265,5240,Personal,2022-09-13,36050.64,0.1597,24,Partner,Active
111266,7909,Personal,2023-11-06,39461.72,0.2077,12,Partner,Active
111267,1434,Personal,2024-10-10,81634.19,0.145,24,Online,Active
111268,3215,Auto,2024-05-07,30149.32,0.1062,36,Online,Active
111269,7142,Auto,2025-10-22,60954.18,0.14,24,Branch,Active
111270,5534,Personal,2024-02-23,49128.78,0.2235,24,Broker,Active
111271,729,Personal,2025-06-12,29741.76,0.2336,48,Broker,Active
111272,3397,Auto,2022-04-29,44200.92,0.13,48,Broker,Active
111273,2985,Auto,2023-11-27,39535.6,0.113,48,Branch,Active
111274,1077,Mortgage,2023-09-13,251245.25,0.068,180,Branch,Active
111275,3797,SME,2023-02-11,60683.35,0.1313,36,Branch,Active
111276,1415,Auto,2024-02-15,66595.05,0.1569,36,Online,Active
111277,1518,Personal,2023-01-23,26683.22,0.1437,12,Broker,Active
111278,5501,Auto,2022-10-04,28636.32,0.0963,36,Broker,Active
111279,1876,Personal,2023-05-13,64198.64,0.1771,36,Partner,Active
111280,6981,Personal,2024-07-29,25580.1,0.2207,24,Online,Active
111281,2648,Personal,2025-07-18,34470.38,0.1377,36,Online,Active
111282,1966,Mortgage,2023-04-17,147408.2,0.0623,120,Online,Active
111283,6492,Personal,2022-11-03,50972.85,0.2017,24,Branch,Active
111284,6114,Auto,2025-11-19,49824.73,0.094,48,Branch,Active
111285,2494,Personal,2023-10-12,26759.94,0.1272,24,Branch,Active
111286,1065,SME,2023-03-21,49746.16,0.1553,18,Branch,Active
111287,808,Auto,2023-10-16,43724.52,0.1302,60,Branch,Active
111288,6706,Personal,2023-07-04,19926.79,0.2219,12,Branch,Active
111289,3474,Personal,2024-07-25,55200.98,0.2041,24,Branch,Active
111290,2844,SME,2025-05-06,60692.79,0.1781,24,Branch,Active
111291,2503,Personal,2025-10-02,21313.39,0.1638,12,Online,Active
111292,7458,Auto,2025-09-22,75837.78,0.1061,24,Broker,Active
111293,5075,Mortgage,2023-11-25,109375.17,0.0535,120,Branch,Active
111294,3051,Personal,2024-09-29,39918.13,0.1743,24,Branch,Active
111295,353,Personal,2025-07-15,21969.94,0.1655,36,Broker,Active
111296,6394,Personal,2022-11-20,38399.24,0.1903,36,Partner,Active
111297,760,Auto,2023-02-11,32449.62,0.1053,48,Partner,Active
111298,7824,SME,2025-10-06,95939.9,0.1124,18,Branch,Active
111299,2789,Auto,2022-12-02,68850.03,0.1497,48,Branch,Active
111300,1264,Auto,2024-07-28,82504.38,0.1312,48,Broker,Active
111301,6069,Mortgage,2023-01-01,271182.37,0.0622,180,Partner,Active
111302,4400,Personal,2025-08-18,21135.11,0.2198,36,Broker,Active
111303,935,Personal,2022-04-12,30369.97,0.1303,48,Online,Active
111304,440,Personal,2025-01-25,53611.46,0.1563,36,Broker,Active
111305,5737,Mortgage,2023-08-07,160181.58,0.0809,240,Online,Active
111306,1048,Auto,2025-02-23,52025.97,0.1201,48,Branch,Active
111307,4818,Personal,2024-04-28,48259.49,0.2263,48,Broker,Active
111308,7951,Personal,2024-02-08,24222.86,0.2102,12,Branch,Active
111309,1297,Personal,2024-05-23,19255.18,0.2401,24,Online,Active
111310,2318,Personal,2022-02-14,16362.59,0.1653,24,Online,Active
111311,5524,Auto,2023-03-10,76334.49,0.1295,48,Broker,Active
111312,5231,Personal,2023-10-17,43571.51,0.1084,36,Branch,Active
111313,3956,Personal,2024-07-03,46937.3,0.2046,48,Broker,Active
111314,4420,Auto,2022-08-28,28727.75,0.0953,24,Online,Active
111315,85,Personal,2022-07-02,28498.57,0.138,12,Online,Active
111316,3218,Personal,2022-09-01,20790.93,0.1218,12,Broker,Active
111317,4511,Auto,2024-10-31,75812.17,0.1391,48,Partner,Active
111318,310,Auto,2025-01-02,72487.77,0.1075,24,Online,Active
111319,1804,Personal,2024-10-10,18366.4,0.2009,12,Online,Active
111320,3700,Personal,2024-10-09,34174.73,0.2255,48,Partner,Active
111321,6082,SME,2022-03-30,38508.67,0.0933,18,Partner,Active
111322,6843,Personal,2025-03-06,13782.74,0.2078,24,Broker,Active
111323,7983,Personal,2024-04-13,40694.41,0.1624,12,Online,Active
111324,6496,Auto,2022-03-17,62598.34,0.1599,48,Partner,Active
111325,247,Personal,2024-05-23,69331.86,0.1712,12,Partner,Active
111326,792,Mortgage,2022-09-02,94097.98,0.0872,240,Online,Active
111327,7849,Personal,2024-07-28,42531.42,0.1681,24,Broker,Active
111328,4943,Personal,2023-12-11,71520.22,0.1465,36,Branch,Active
111329,2429,Personal,2024-06-05,17797.83,0.1879,12,Online,Active
111330,2804,Personal,2023-06-18,29557.82,0.1118,12,Branch,Active
111331,75,Personal,2023-01-27,41438.42,0.186,24,Broker,Active
111332,4154,SME,2022-02-19,53303.79,0.1643,24,Partner,Active
111333,3815,Mortgage,2024-05-15,110710.23,0.0585,300,Branch,Active
111334,7047,Personal,2023-10-21,45745.51,0.2566,24,Branch,Active
111335,3452,Auto,2025-08-15,36161.19,0.1067,36,Partner,Active
111336,3205,Auto,2022-03-06,78693.61,0.1102,60,Online,Active
111337,4751,Auto,2022-12-01,47835.65,0.0859,48,Online,Active
111338,922,Personal,2024-11-23,40829.41,0.1843,12,Branch,Active
111339,6034,Personal,2024-06-12,44540.72,0.1731,24,Partner,Active
111340,2896,Personal,2023-12-26,37959.82,0.1232,24,Online,Active
111341,58,Personal,2023-02-16,58395.16,0.1709,24,Broker,Active
111342,1291,SME,2023-07-17,25791.77,0.1363,18,Online,Active
111343,3956,Personal,2025-10-02,38473.62,0.1665,12,Branch,Active
111344,6172,Auto,2025-07-25,63983.71,0.1192,48,Branch,Active
111345,1841,SME,2023-06-12,188535.48,0.1498,24,Online,Active
111346,1019,Personal,2023-02-13,23436.72,0.1471,24,Partner,Active
111347,3278,Personal,2024-08-23,29320.07,0.1636,36,Broker,Active
111348,3447,Personal,2023-12-16,36634.38,0.141,36,Branch,Active
111349,2621,Mortgage,2024-04-24,351044.56,0.0808,300,Branch,Active
111350,6418,Auto,2024-04-10,35347.86,0.1013,48,Partner,Active
111351,4969,Personal,2025-01-01,24181.75,0.1968,36,Online,Active
111352,3126,Personal,2023-05-15,39495.63,0.2052,36,Broker,Active
111353,4111,Personal,2025-01-26,26763.17,0.1469,12,Branch,Active
111354,379,Personal,2024-01-19,43152.2,0.1126,12,Online,Active
111355,7097,Personal,2025-04-12,37939.41,0.1175,24,Online,Active
111356,331,Personal,2023-02-12,11186.98,0.261,36,Branch,Active
111357,1339,Personal,2024-08-26,42250.26,0.1643,36,Online,Active
111358,1101,Mortgage,2025-02-17,387053.92,0.0838,180,Broker,Active
111359,6321,Auto,2024-12-25,44531.53,0.115,48,Broker,Active
111360,1169,Personal,2023-12-02,35135.41,0.0972,24,Branch,Active
111361,3742,Auto,2025-06-09,77730.03,0.1316,60,Partner,Active
111362,4233,Mortgage,2024-05-11,168621.08,0.0684,300,Broker,Active
111363,4635,SME,2024-03-20,67710.68,0.2026,18,Broker,Active
111364,713,Mortgage,2022-06-28,240989.86,0.0625,300,Branch,Active
111365,3375,Personal,2022-06-13,35769.09,0.1762,24,Online,Active
111366,240,Mortgage,2024-03-10,261447.05,0.0571,180,Broker,Active
111367,1869,Auto,2024-05-28,59148.81,0.1424,48,Branch,Active
111368,4164,Personal,2023-12-21,18605.86,0.1169,48,Online,Active
111369,2892,Personal,2022-06-14,42109.4,0.1444,12,Broker,Active
111370,6734,Auto,2023-03-19,66732.28,0.1413,36,Branch,Active
111371,5785,Mortgage,2025-03-13,258553.28,0.069,120,Partner,Active
111372,7419,Mortgage,2022-11-20,195944.76,0.0815,180,Broker,Active
111373,5894,Personal,2023-09-25,69162.71,0.1364,36,Branch,Active
111374,2272,Personal,2022-09-07,48715.42,0.2106,48,Branch,Active
111375,4488,SME,2022-12-31,59415.78,0.173,12,Partner,Active
111376,3356,SME,2024-09-19,63283.71,0.2104,12,Branch,Active
111377,4584,Personal,2023-10-25,20466.47,0.2711,24,Online,Active
111378,6661,SME,2023-02-03,60962.93,0.112,18,Branch,Active
111379,7099,Personal,2023-09-04,32709.31,0.1473,24,Online,Active
111380,4542,Mortgage,2022-11-03,186892.11,0.0856,180,Branch,Active
111381,3411,Personal,2022-12-16,33834.7,0.1389,12,Online,Active
111382,628,SME,2025-05-16,53291.49,0.1735,12,Online,Active
111383,6706,Personal,2022-11-02,28786.48,0.1506,12,Broker,Active
111384,5163,Personal,2023-04-06,45101.61,0.1705,36,Broker,Active
111385,208,Personal,2022-01-27,49457.44,0.1534,24,Broker,Active
111386,7057,Personal,2024-04-15,21275.53,0.191,36,Online,Active
111387,6152,Auto,2022-02-05,48181.02,0.1465,24,Broker,Active
111388,3014,Personal,2023-09-03,19067.42,0.1385,12,Partner,Active
111389,6749,Personal,2022-07-01,31576.52,0.1818,36,Online,Active
111390,4223,SME,2023-01-30,33127.51,0.1184,18,Broker,Active
111391,4483,SME,2023-05-07,24490.31,0.1504,24,Partner,Active
111392,3703,Personal,2025-10-11,16865.35,0.1311,36,Broker,Active
111393,3686,Personal,2024-02-13,44644.9,0.1394,12,Broker,Active
111394,4267,Auto,2022-10-15,141997.27,0.1234,48,Online,Active
111395,5092,Personal,2024-03-15,45139.9,0.1368,12,Broker,Active
111396,5455,Personal,2022-05-29,47662.42,0.1623,24,Partner,Active
111397,3878,Personal,2025-07-09,18745.67,0.1486,24,Branch,Active
111398,2638,SME,2025-07-07,50277.86,0.0802,18,Online,Active
111399,2059,Personal,2023-08-10,20509.98,0.1371,36,Broker,Active
111400,6948,Personal,2023-07-19,34432.8,0.1781,24,Branch,Active
111401,4449,Personal,2023-04-04,26066.31,0.2855,24,Broker,Active
111402,1279,SME,2024-01-10,102017.22,0.1657,18,Broker,Active
111403,2936,Mortgage,2024-11-26,241691.21,0.0757,300,Branch,Active
111404,5470,Personal,2023-12-01,59124.16,0.2268,36,Online,Active
111405,955,Personal,2024-03-11,23179.65,0.0795,48,Branch,Active
111406,3677,Personal,2025-06-23,25199.82,0.1737,24,Branch,Active
111407,228,Personal,2023-02-22,10528.05,0.1723,36,Branch,Active
111408,6274,Personal,2024-01-03,42867.27,0.1561,36,Branch,Active
111409,4276,Personal,2024-03-28,63153.33,0.1694,24,Branch,Active
111410,5239,Personal,2022-12-25,32586.22,0.1734,24,Broker,Active
111411,7172,Personal,2022-01-22,35739.08,0.2309,24,Online,Active
111412,359,Mortgage,2022-10-01,328246.41,0.0779,240,Branch,Active
111413,644,Auto,2022-10-31,48632.13,0.1371,60,Online,Active
111414,7182,Personal,2022-06-30,46034.52,0.2348,24,Partner,Active
111415,7043,Personal,2024-12-04,15157.18,0.1357,12,Online,Active
111416,3512,SME,2024-05-11,31409.37,0.1426,18,Branch,Active
111417,53,Personal,2025-10-10,31934.3,0.1765,36,Branch,Active
111418,2084,Personal,2023-05-27,39509.58,0.123,12,Broker,Active
111419,7291,Personal,2025-01-19,68888.11,0.2132,36,Broker,Active
111420,6175,SME,2023-06-11,29394.08,0.1397,36,Branch,Active
111421,3152,Personal,2023-10-29,25200.86,0.204,12,Partner,Active
111422,2093,Personal,2025-04-21,24201.38,0.1741,48,Broker,Active
111423,2929,Personal,2024-04-06,27710.34,0.1947,24,Online,Active
111424,7710,Personal,2023-05-05,36149.38,0.1613,48,Partner,Active
111425,7661,Personal,2024-08-27,38343.68,0.1839,36,Broker,Active
111426,4763,Auto,2022-07-30,34721.88,0.1351,48,Partner,Active
111427,9,Personal,2024-08-15,21087.29,0.1416,12,Online,Active
111428,5947,Personal,2023-08-30,25296.41,0.1311,24,Branch,Active
111429,2614,Mortgage,2024-12-26,237488.12,0.0546,180,Online,Active
111430,6466,Mortgage,2023-03-13,340122.36,0.0842,240,Broker,Active
111431,4622,SME,2025-04-21,48444.71,0.1403,18,Online,Active
111432,4900,Mortgage,2025-06-03,129956.64,0.0692,180,Branch,Active
111433,4367,Personal,2023-04-11,44993.36,0.1634,24,Broker,Active
111434,5772,Auto,2026-01-22,46720.73,0.139,48,Online,Active
111435,1706,Personal,2023-04-27,22460.5,0.1212,48,Partner,Active
111436,2489,Personal,2025-05-22,44246.63,0.1851,24,Online,Active
111437,5479,Auto,2024-04-09,55258.12,0.1013,48,Partner,Active
111438,1677,Personal,2023-11-07,38482.1,0.1337,24,Branch,Active
111439,6751,Personal,2025-02-05,19954.92,0.2079,24,Broker,Active
111440,387,Personal,2024-08-17,20404.57,0.1627,12,Branch,Active
111441,3150,Personal,2025-08-09,36666.23,0.2102,12,Online,Active
111442,2595,Mortgage,2023-07-14,405962.17,0.0741,180,Broker,Active
111443,6458,Personal,2022-12-26,23531.55,0.1851,12,Online,Active
111444,3130,Mortgage,2025-05-08,218950.83,0.0711,300,Broker,Active
111445,1574,Personal,2024-04-16,27678.28,0.1291,12,Broker,Active
111446,6764,Personal,2025-07-23,31451.27,0.1494,24,Broker,Active
111447,5043,Auto,2024-09-12,59518.87,0.1306,36,Broker,Active
111448,481,Personal,2022-03-30,44342.37,0.1687,12,Online,Active
111449,6417,Auto,2025-10-27,47965.74,0.1251,36,Partner,Active
111450,4361,Personal,2023-09-07,32988.05,0.1888,24,Partner,Active
111451,6077,Personal,2022-08-08,23724.79,0.1255,36,Branch,Active
111452,6320,Personal,2024-02-29,45766.95,0.1698,12,Branch,Active
111453,7395,Mortgage,2025-09-29,180222.49,0.0738,240,Online,Active
111454,5370,Personal,2023-03-21,54877.68,0.1679,24,Broker,Active
111455,7349,Auto,2022-05-22,37413.36,0.0976,24,Online,Active
111456,1380,Auto,2023-12-15,60499.32,0.1428,36,Broker,Active
111457,3135,Auto,2023-04-16,33418.47,0.1287,36,Branch,Active
111458,4588,Personal,2024-04-16,46532.81,0.2363,24,Online,Active
111459,3490,Personal,2024-11-29,13545.88,0.1903,12,Broker,Active
111460,4071,Personal,2023-06-28,38811.3,0.2275,12,Branch,Active
111461,1712,Personal,2025-04-01,129447.15,0.1762,24,Broker,Active
111462,6085,Personal,2025-08-07,95803.37,0.1783,36,Broker,Active
111463,6134,Personal,2024-02-04,33708.4,0.2397,12,Broker,Active
111464,7594,Personal,2025-08-30,22347.84,0.1907,48,Partner,Active
111465,6490,Mortgage,2024-04-12,265061.5,0.0959,240,Broker,Active
111466,1040,Auto,2023-07-19,44157.5,0.1401,48,Branch,Active
111467,5845,Personal,2023-07-13,38127.61,0.1664,48,Online,Active
111468,7519,SME,2022-04-08,72918.0,0.1612,36,Branch,Active
111469,2944,Mortgage,2024-12-13,137189.6,0.068,240,Online,Active
111470,4884,Personal,2024-10-23,25600.55,0.2066,12,Broker,Active
111471,6179,SME,2023-01-28,28012.56,0.1627,24,Branch,Active
111472,3188,SME,2022-10-04,55259.98,0.1693,24,Online,Active
111473,4155,Personal,2025-01-14,22920.82,0.2304,12,Broker,Active
111474,5513,Personal,2025-09-06,29452.23,0.1701,12,Online,Active
111475,4371,Personal,2022-09-27,28348.43,0.2125,48,Online,Active
111476,1968,Personal,2022-03-11,20114.49,0.1498,36,Online,Active
111477,5107,Auto,2024-11-22,22361.28,0.1124,60,Branch,Active
111478,4861,Auto,2023-06-11,51085.69,0.1204,48,Partner,Active
111479,1805,Personal,2023-07-10,29526.59,0.2548,12,Broker,Active
111480,6356,Personal,2024-11-12,15229.51,0.1854,36,Online,Active
111481,1675,Auto,2025-04-30,38530.19,0.1401,36,Online,Active
111482,6983,Personal,2023-11-14,29953.38,0.2665,36,Broker,Active
111483,2665,Mortgage,2024-06-29,246857.39,0.0731,240,Online,Active
111484,5904,Auto,2023-05-16,38800.19,0.142,48,Online,Active
111485,1076,Mortgage,2022-05-25,148366.73,0.0753,240,Online,Active
111486,1371,SME,2022-07-31,33794.41,0.1221,24,Broker,Active
111487,6425,Personal,2024-12-03,62358.55,0.1704,24,Branch,Active
111488,3461,Auto,2023-01-28,55153.11,0.1051,60,Broker,Active
111489,7308,Personal,2025-01-14,26435.42,0.1131,36,Broker,Active
111490,1954,Personal,2022-02-10,32201.11,0.1266,24,Broker,Active
111491,1578,SME,2022-04-06,57031.75,0.1207,18,Broker,Active
111492,1056,Auto,2024-05-14,94468.88,0.1332,36,Online,Active
111493,5670,Personal,2024-05-03,30373.03,0.1056,24,Broker,Active
111494,2544,Auto,2023-03-24,33406.35,0.1222,36,Online,Active
111495,7309,Personal,2023-12-15,47774.72,0.2364,12,Broker,Active
111496,5927,Personal,2023-05-22,29340.18,0.2434,36,Partner,Active
111497,6405,Auto,2026-01-04,42943.49,0.1378,60,Branch,Active
111498,7555,SME,2023-01-11,97252.88,0.1391,12,Branch,Active
111499,2683,Auto,2025-06-27,115060.74,0.1314,48,Branch,Active
111500,304,SME,2022-05-28,59680.18,0.1788,18,Partner,Active
111501,723,Personal,2025-03-08,30515.52,0.1801,48,Online,Active
111502,2873,Personal,2023-08-09,29990.92,0.1214,12,Broker,Active
111503,3419,Auto,2022-10-17,48170.89,0.1185,60,Broker,Active
111504,7560,Personal,2026-01-04,38816.17,0.1848,36,Online,Active
111505,6829,Mortgage,2025-10-19,180862.54,0.0727,240,Online,Active
111506,5461,Auto,2024-12-22,72439.63,0.1389,36,Broker,Active
111507,3545,Auto,2024-12-20,42562.78,0.1159,60,Online,Active
111508,2839,Personal,2025-05-09,31993.88,0.197,12,Branch,Active
111509,587,Personal,2024-06-16,21202.24,0.1524,12,Branch,Active
111510,4594,Auto,2025-11-29,35967.98,0.0912,60,Broker,Active
111511,1965,Personal,2025-04-06,22048.91,0.1973,12,Online,Active
111512,3155,Mortgage,2024-02-15,206383.74,0.0875,300,Broker,Active
111513,391,SME,2026-01-19,107968.31,0.169,18,Online,Active
111514,3715,Personal,2022-05-09,10571.66,0.1094,24,Broker,Active
111515,7028,Personal,2022-12-19,62080.65,0.1621,36,Broker,Active
111516,4694,Personal,2022-12-26,30074.42,0.1849,24,Branch,Active
111517,1267,Personal,2025-02-15,34831.94,0.1126,24,Partner,Active
111518,7952,Personal,2024-11-03,27506.46,0.2176,24,Online,Active
111519,4031,Auto,2024-11-27,37692.33,0.105,36,Online,Active
111520,1082,Personal,2024-03-26,21327.25,0.2146,36,Partner,Active
111521,5837,Personal,2024-07-11,32453.74,0.161,36,Broker,Active
111522,6925,Mortgage,2024-12-03,222866.78,0.0832,180,Broker,Active
111523,5978,Personal,2025-12-12,37002.42,0.1113,36,Partner,Active
111524,7196,Personal,2022-05-10,18035.28,0.115,24,Online,Active
111525,4440,Personal,2024-01-09,59987.0,0.1518,24,Online,Active
111526,4525,Personal,2023-08-29,32493.37,0.2273,12,Online,Active
111527,4006,Personal,2023-11-21,24788.6,0.1248,24,Partner,Active
111528,322,Personal,2022-07-09,36733.97,0.1792,36,Online,Active
111529,5502,Personal,2023-09-15,47254.13,0.1649,36,Partner,Active
111530,4450,Personal,2022-10-23,26654.76,0.0874,48,Partner,Active
111531,3887,Personal,2025-11-02,30173.19,0.2327,36,Branch,Active
111532,993,Personal,2025-12-14,42401.15,0.1497,36,Broker,Active
111533,6821,SME,2024-10-08,54214.37,0.1635,36,Broker,Active
111534,3115,Personal,2025-01-31,36888.91,0.1541,24,Broker,Active
111535,3155,SME,2022-06-14,65233.45,0.1473,12,Broker,Active
111536,5442,Personal,2025-05-14,48496.61,0.1486,12,Online,Active
111537,3057,Personal,2022-12-06,26890.06,0.2063,12,Online,Active
111538,4056,Auto,2025-11-03,65090.56,0.1274,36,Online,Active
111539,3460,Mortgage,2024-06-11,158664.14,0.077,180,Online,Active
111540,4415,Personal,2023-12-29,29574.85,0.1503,24,Partner,Active
111541,7500,SME,2024-12-11,26098.53,0.1813,24,Branch,Active
111542,2568,Personal,2023-02-08,55835.21,0.2142,24,Partner,Active
111543,5073,Personal,2024-12-17,59552.85,0.1535,48,Online,Active
111544,4254,Auto,2023-04-30,80212.24,0.0977,24,Broker,Active
111545,1753,Personal,2024-07-18,48580.47,0.0822,24,Online,Active
111546,311,Personal,2024-02-18,26021.6,0.1933,36,Online,Active
111547,7153,Auto,2023-09-13,72170.32,0.1223,36,Partner,Active
111548,5669,Personal,2022-08-16,30633.92,0.1974,12,Branch,Active
111549,3044,Personal,2025-01-29,55442.73,0.22,12,Branch,Active
111550,1277,Personal,2025-05-18,46427.33,0.214,12,Broker,Active
111551,539,SME,2025-07-22,114318.45,0.1485,24,Online,Active
111552,4140,Auto,2022-11-04,43164.32,0.1534,48,Branch,Active
111553,6553,Personal,2022-05-25,82084.71,0.1818,48,Online,Active
111554,1888,Personal,2025-10-31,40355.57,0.2198,36,Branch,Active
